,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
621,3874,US,"Smooth as silk, all estate-grown, this classy Pinot lists five Dijon clones, Pommard, Wadenswil and “Suitcase clone La Tache” on its tech sheet. Vibrant and spicy, with cherries galore (sounds like a James Bond heroine) and a round, full, lush and satisfying mouthfeel. This is the one to drink now, while you cellar the Cuvée Giselle.",Lachini Family Estate,91,45.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Lachini 2008 Lachini Family Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Lachini
622,3884,US,"This red wine, named for the chef at the winery restaurant, is fruity and high-toned, with lots of cherry and berry flavor. All neutral oak, soft tannins, ready to drink.",Frank Chiullino Chef Blend Red,86,55.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tagaris 2007 Frank Chiullino Chef Blend Red Red (Columbia Valley (WA)),Red Blend,Tagaris
623,3899,US,"Barrel-fermented in neutral wood, this gives a quick whiff of buttered croissant, then dives into a moderately ripe palate with lime, pineapple and lemon rind. It's an all-purpose and appealing wine that is drinking nicely right now.",Barrel Fermented,87,25.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Plaisance Ranch 2014 Barrel Fermented Chardonnay (Applegate Valley),Chardonnay,Plaisance Ranch
624,3904,US,"Thick, rich and ripe in vanilla, the American oak in this wine is pronounced and intense, wrapping itself around notes of candied apple and toffee-caramel.",Barrel Select American Oak Reserve,87,34.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Roche 2013 Barrel Select American Oak Reserve Chardonnay (Carneros),Chardonnay,Roche
625,3915,US,"This is a tangy, not entirely varietal wine that's dense in black tea and black fruit, with layers of tobacco and dried herb. Give it time in the glass to open.",Cornerstone Vineyard,87,31.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Meadowcroft 2013 Cornerstone Vineyard Pinot Noir (Carneros),Pinot Noir,Meadowcroft
626,3920,US,"Law enforcement veteran-turned-winemaker Cindy Cosco named this brand for her Italian roots, and presents violet, red cherry and pencil-lead aromas in this bottling. A wild-herb character powers the palate, with bay leaf most prominent, followed by tart elderberries and orange-peel sourness. The grippy palate will open more with age.",Lone Oak Vineyard,87,47.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Passaggio 2014 Lone Oak Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Passaggio
627,3921,US,"This Bordeaux-style blend is 25% Merlot, the rest an even split between Malbec and Cabernet Franc. Stiff, tannic and earthy, it delivers robust flavors of herb and bark more than ripe fruit. With its assertive tannins, it should stand up well to a grilled tri-tip.",Ranch,87,25.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Plaisance Ranch 2013 Ranch Red (Applegate Valley),Red Blend,Plaisance Ranch
628,3925,US,"Lavender and lilac are just part of the floral bouquet that emerges from this wine, which also shows a blackberry vinaigrette element on the nose. Once sipped, it's like sucking on a purple-flower candy, with more lavender as well as plum and a pencil-lead edge that cuts through the palate.",Old Vine,87,30.0,California,Santa Clara Valley,Central Coast,Matt Kettmann,@mattkettmann,Sarah's Vineyard 2011 Old Vine Zinfandel (Santa Clara Valley),Zinfandel,Sarah's Vineyard
629,3928,US,"This is a thick, rich and very ripe wine, with a charred back note making its way against higher-toned tastes of red raspberry and blackberry. The oak is integrated and the wine softly varietal, but it packs a punch on the palate.",Attila's Selection,87,38.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Buena Vista 2013 Attila's Selection Zinfandel (Sonoma County),Zinfandel,Buena Vista
630,3942,US,"Funky with prune and tobacco overwhelming any fresher fruit, this Livermore Zin is high in alcohol (15.8%), which coats the tongue for a long time after the wine goes down.",Hansen Vineyard Reserve,83,33.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Cedar Mountain 2007 Hansen Vineyard Reserve Zinfandel (Livermore Valley),Zinfandel,Cedar Mountain
631,3960,US,"The latest version of this popular blend drops the Chardonnay and adds 11% Grüner Veltliner to the Roussanne-Viognier blend. It seems to elevate the aromatics, pushing lush scents of lemon drop, pineapple, and candied orange peel forward. Those perfectly rendered citrus peel flavors put a frame around the tart fruit, and there is a hint of white pepper in the spicy finish.",Subduction White,90,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Syncline 2009 Subduction White White (Columbia Valley (WA)),White Blend,Syncline
632,3980,US,"Light and fruity with pineapple, melon and apple. This fruit forward, food-friendly wine has natural acids and a delicate balance. For the money it is a fine choice to accompany seafood, poultry and pasta salads.",Quail Series,85,9.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Covey Run 2005 Quail Series Chardonnay (Columbia Valley (WA)),Chardonnay,Covey Run
633,3991,US,"This is very soft upon entry, with remnants of penetrating spicy and herbal flavors that might have punched up the intensity if they hadn't been somehow smoothed over. It's difficult to assess, because many of the right pieces are all here, but somehow they have not jelled. The wine tastes acidic and sharp, with pineapple and citrus dominating, and a chalky, tannic finish. Perhaps it's just a matter of time?",Alder Creek Vineyard,85,30.0,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Seia 2005 Alder Creek Vineyard Syrah (Horse Heaven Hills),Syrah,Seia
634,4008,US,"Roughly half stainless-fermented Sauvignon Blanc and half barrel-fermented Sémillon, this has noticeable sweetness that puts a sugary edge on the flavors. Pineapple and Meyer lemon fruits are round and full-bodied. This should be chilled to cut down some of the sugary flavors.",Klipsun Vineyard Blanc,88,25.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Covington 2012 Klipsun Vineyard Blanc Sauvignon Blanc-Semillon (Red Mountain),Sauvignon Blanc-Semillon,Covington
635,4014,US,"On the Washington side of the Columbia Gorge, the Celilo Vineyard is an exceptional site for Chardonnay. This was sourced from the 1983 planting, and the relatively old vines and cool vintage deliver a wine with excellent minerality, lift, drive and focus. The fruit is tangy and yellow/green, but perfectly ripe; the acid underpinning is fresh and lively. This has every chance of cellaring until 2024 or later.",Celilo,88,32.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Ken Wright 2011 Celilo Chardonnay (Washington),Chardonnay,Ken Wright
636,4022,US,"The 10% Cabernet Sauvignon in the blend adds extra muscle to this toasty, sleek wine. It's light but polished, with pretty scents and flavors of rose water and raspberries. The generous acidity of the grape keeps it lively and fresh.",Stillwater Creek Vineyard,88,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Novelty Hill 2011 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),Sangiovese,Novelty Hill
637,4030,US,"Aromas of cherry syrup, cola and cinnamon emerge from this bottling, which features artistic labels that always impress the eye. The palate shows dark red fruit and baking spice, as well as a minerality that combines rust and gravel.",Haven,88,42.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Archium 2014 Haven Grenache (Santa Ynez Valley),Grenache,Archium
638,4033,US,"The aromas are light with notes of herb, citrus and tropical fruit. The palate is a bit more generous, showing pleasing herb and tropical fruit notes accented by tart acidity.",Horse Heaven Vineyard,88,15.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2015 Horse Heaven Vineyard Sauvignon Blanc (Horse Heaven Hills),Sauvignon Blanc,Chateau Ste. Michelle
639,4041,US,"Aromas of herb, pear, apple skin are followed by spritely fruit flavors that linger on the finish.",Blanc de Noir,88,70.0,Washington,Lake Chelan,Columbia Valley,Sean P. Sullivan,@wawinereport,Karma Vineyards 2013 Blanc de Noir Sparkling (Lake Chelan),Sparkling Blend,Karma Vineyards
640,4042,US,"Lemberger has become something of a signature variety for this winery. Aromas of orange peel, leather and red fruit are followed by plentiful Band-Aid and red-fruit flavors that linger on the finish.",Estate Bottled,88,15.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Kiona 2013 Estate Bottled Lemberger (Red Mountain),Lemberger,Kiona
641,4043,US,"This wine is a blend of Grenache (46%), Cinsault (31%) and Counoise. A very pretty pale peach color, it offers quite light aromas of strawberry and watermelon. The flavors are sleek and light, capped off by a tart finish.",Estate Grown Pink Pape Blackrock Vineyard,88,18.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Tranche 2015 Estate Grown Pink Pape Blackrock Vineyard Rosé (Yakima Valley),Rosé,Tranche
642,4052,US,"Hot pink in color, this wine offer plentiful aromas of cherry and watermelon. It drinks off dry, with sugary sweet-fruit flavors that provide appeal.",Abracadabra,88,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Brian Carter Cellars 2015 Abracadabra Rosé (Columbia Valley (WA)),Rosé,Brian Carter Cellars
643,4055,US,"The oak is at the fore of the aromas, with notes of vanilla, toast and spice along with cream. The flavors are full bodied with a lightly creamy feel.",Ethos Reserve,88,36.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2014 Ethos Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
644,4056,US,"One of the Chronic brothers' most beloved bottlings, this blend of 46% Syrah, 27% Grenache, 22% Petite Sirah, 3% Mourvèdre and 2% Tannat shows vibrant and fresh aromas of boysenberries, cola and lavender on the nose. It's easy to enjoy once sipped, with red currant, red plum and cranberry flavors gaining depth from oregano and marjoram herbs.",Sofa King Bueno,88,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Chronic Cellars 2014 Sofa King Bueno Red (Paso Robles),Rhône-style Red Blend,Chronic Cellars
645,4058,US,"Crisp in citrus, with noticeable tension that softens in the glass, this wine offers tremendous value and elegance. Medium bodied and well integrated in terms of oak and power, it has a lovely note of preserved lemon on the finish.",Signature Series,90,13.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Kirkland Signature 2013 Signature Series Chardonnay (Russian River Valley),Chardonnay,Kirkland Signature
646,4059,US,"A blend of Cabernet Sauvignon, Merlot, Syrah, Petit Verdot and Cabernet Franc, this wine is aromatically brooding, with notes of pencil lead, barrel spice, herb, medicine cabinet and cherry. The flavors are rich and full bodied, showing concentration and depth.",Signature Series,90,17.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kirkland Signature 2013 Signature Series Red (Columbia Valley (WA)),Red Blend,Kirkland Signature
647,4062,US,"This is a nicely blended mix of 37% Zinfandel with smaller amounts of Petite Sirah, Syrah, Merlot, Cabernet Sauvignon and Petit Verdot. The kitchen-sink effort rewards in juicy red fruit, herbal, cedar accents and medium-bodied weight and tannin strength. The finish is lengthy in vanilla and smoke.",EnTycement,90,28.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Ty Caton 2012 EnTycement Red (Sonoma County),Red Blend,Ty Caton
648,4063,US,"Like a genie released from the bottle, this wine rises up with aromas of violets, herbs, cranberry and bittersweet chocolate. The palate has tart, vibrant acidity along with a silky feel with little apparent new-oak influence to interfere with the fruit and savory flavors. It's a pretty wine that needs to be paired with food to be fully appreciated.",Damavian Les Collines Vineyard,90,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,W.T. Vintners 2012 Damavian Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,W.T. Vintners
649,4066,US,"Knights Valley continues to be a fine spot for this variety, as evidenced by this wine, which is extremely vibrant in grassy lemon zest and melon. A pure expression of the grape, it offers enough oomph to remain consistent and textured, ending with a succulent suggestion of apricot.",Helena Bench,90,40.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Matanzas Creek 2013 Helena Bench Sauvignon Blanc (Knights Valley),Sauvignon Blanc,Matanzas Creek
650,4069,US,"Here is a hefty, concentrated, satisfying wine to pair with big proteins. A dense red-black color, with aromas of blackberry jam and dried plums lead to bold fruit flavors, full body and a thick, nicely tannic texture. The intense plum and blackberry character lasts through the lingering finish.",Clone 877.4.369.362,90,29.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Miraflores 2012 Clone 877.4.369.362 Red (El Dorado),Rhône-style Red Blend,Miraflores
651,4074,US,"Leather and cooked meats open the nose of this wine from Southern California that also shows aromas of blackberry extract. Once sipped, it offers dark and dense flavors of sweet tar, concentrated violets and a pinch of lavender, all held together by grippy tannins.",VIneyard Riserva,90,36.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Robert Renzoni 2011 VIneyard Riserva Sangiovese (Temecula Valley),Sangiovese,Robert Renzoni
652,4075,US,"Several varieties figure into this blend, from 26% Zinfandel and 21% Syrah to smaller amounts of Merlot, Petite Sirah, Malbec, Petit Verdot and Cabernet Sauvignon. Big and powerful in smoky leather and black currant, it offers a rich softness on the palate, with a tightly wound savory, peppery aspect to the finish.",Heritage,90,30.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Roth 2012 Heritage Red (Sonoma County),Red Blend,Roth
653,4076,US,"Herb, dark raspberry and flower aromas take the lead on this young wine that saw just five months on neutral French oak. The cherry flavors are plush in feel, lingering on the finish. It's a very understated wine that appeals to the senses.",Copeland Vineayard,90,26.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Savage Grace 2014 Copeland Vineayard Cabernet Franc (Rattlesnake Hills),Cabernet Franc,Savage Grace
654,4077,US,"A 60% majority of Zinfandel plays nicely with 40% Petite Sirah, blending into a happy union of big, ripe blackberry and thick tannins. Smooth on the palate, with a touch of vanilla, it highlights red and black fruit in complementary waves, staying juicy throughout.",San Lorenzo Estate,90,60.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Seghesio 2012 San Lorenzo Estate Red (Alexander Valley),Red Blend,Seghesio
655,4078,US,"This powerful blend of 55% Cabernet Sauvignon, 40% Sangiovese and 5% Cabernet Franc by longtime urban winemaker Benjamin Silver comes together in a big way. Aromas recall rosemary-crusted beef, boysenberry, sweet tar and, thanks to the oak-aging, both caramel and vanilla. The rich palate shows black cherry, black raspberry and a pinch of tarragon.",I Tre Figli,90,35.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Silver 2009 I Tre Figli Red (Santa Barbara County),Red Blend,Silver
656,4082,US,"This wine makes a big impression with wild, earthy aromas and dense, fruit-laden flavors. It blends ripe plum, smoke, tart blackberry and rich black cherry notes on a base of firm tannins and fresh acidity. These are rich, complex and carry through to the lingering finish. It's made from 85% Mourvèdre, plus Syrah, Grenache and Counoise.",Patriarche,90,32.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Holly's Hill 2013 Patriarche Red (El Dorado),Red Blend,Holly's Hill
657,4083,US,"Just-cracked, yeasty sourdough bread and dried lemon-skin aromas float off of this bottle-aged sparkler from an esteemed, longtime producer. Her winemaker son named this wine in honor of her birth year. An oxidative warmth gives bready depth to the palate, which shows lots of toast and lemon marmalade flavors.",Twenty-Seven Blanc de Blanc,90,50.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Kathryn Kennedy 2004 Twenty-Seven Blanc de Blanc Chardonnay (Santa Cruz Mountains),Chardonnay,Kathryn Kennedy
658,4086,US,"Cocoa, vanilla and baking spice aromas lead off this wine, along with plum. On the palate rich, textured dark fruit flavors intermingle with barrel spices. The fruit and oak have equal footing.",Stonetree Vineyard,90,25.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Locus 2012 Stonetree Vineyard Syrah (Wahluke Slope),Syrah,Locus
659,4087,US,"Mint and tarragon come to the fore aromatically in this vineyard-designate, a soft, approachable mix of juicy plum, red berry and chocolate. Fuller in style and ripe, it'll do well on a table of grilled and roasted fare, finishing with a kick of black pepper.",Olive Hill Estate Vineyards,86,55.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,B.R. Cohn 2010 Olive Hill Estate Vineyards Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,B.R. Cohn
660,4094,US,"Similar to the winery's regular Pinot Noir, this is moving quickly along the aging curve. Hints of strawberry fruit are cloaked in barrel flavors of mocha and cracker. Drink soon.",Winemaker's Reserve,86,39.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Reustle 2013 Winemaker's Reserve Pinot Noir (Umpqua Valley),Pinot Noir,Reustle
661,4095,US,"Red plum compote is at the center of this wine, a 100% varietal, with hearty bursts of herb and green pepper, as well as savory spice. From the cooler Coombsville appellation, it is soft, round and on the paler, thinner side of Napa's ripeness spectrum, more restrained.",Estate Grown Mt. George Vineyard,86,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Silverado 2011 Estate Grown Mt. George Vineyard Merlot (Napa Valley),Merlot,Silverado
662,4096,US,"The inaugural vintage of this wine, named for a water goddess, this offers herb, grass, lemon and peach around a medium body influenced by some oak. As it develops in the glass, tropical fruit unfurls in a refreshing spritz before settling down to a tart finish.",Aveta,86,26.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Stag's Leap Wine Cellars 2013 Aveta Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Stag's Leap Wine Cellars
663,4100,US,"Cranberry and strawberry rise to the top of this Cabernet Sauvignon-based blend in terms of aroma and flavor, the color and weight of the wine light ruby red. Dry tannin and herb intermingle around a soft texture before becoming puckering on the finish. Small amounts of Merlot, Petit Verdot and Cabernet Franc are within the blend.",Cardinal's Peak,86,54.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Terlato 2011 Cardinal's Peak Red (Napa Valley),Bordeaux-style Red Blend,Terlato
664,4102,US,"Jammy and ripe, this is a concentrated, extracted wine rich in blackberry and plum. Approachable, it offers a kick of heat and black pepper on the finish.",Red Rooster Old Vine,86,33.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Truett Hurst 2012 Red Rooster Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Truett Hurst
665,4105,US,"This wine has been in bottle a while, perhaps to round out its flavors components, which tend toward candied cherry and spice. Aged in American oak, the tannins remain tight-grained and the aromas focused, but the wine falls somewhat flat on the finish.",Cuvée Louis,86,30.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Beaucanon 2007 Cuvée Louis Cabernet Franc (Napa Valley),Cabernet Franc,Beaucanon
666,4110,US,"From Charlie Chenoweth's own vineyard site comes this tiny-production white, thickly textured in caramelized apple and pear with an oaky imprint at first. Dense and intense, it takes time to unwind in the glass to show more nuanced aspects of corn mash and clove.",Chenoweth Vineyard,90,88.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,La Pitchoune 2013 Chenoweth Vineyard Chardonnay (Russian River Valley),Chardonnay,La Pitchoune
667,4111,US,"Shy and reserved on the nose, this wine is invitingly smooth and velvety in texture, with an intensity at its core. Anise, black tea, rose petals and cherry pie all figure in, with a juicy succulence making it pleasurable from first sip to last drop.",Grand Detour,90,35.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Landmark 2014 Grand Detour Pinot Noir (Sonoma Coast),Pinot Noir,Landmark
668,4112,US,"This wine combines 42% Merlot with 30% Cabernet Sauvignon, 23% Malbec and 5% Cabernet Franc. It is inviting in juicy red berry and currant, with accents of lavender and herb. Full figured, it offers additionally compelling layers of subtle spice before a focused finish.",Paysage Estate Grown,90,62.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Lasseter 2012 Paysage Estate Grown Red (Sonoma Valley),Bordeaux-style Red Blend,Lasseter
669,4113,US,"An almost sweet oakiness rounds the corners of this full-bodied, lavishly flavorful wine. It wafts vanilla and chocolate in the aromas, ripe black cherry and dark chocolate on the palate, and a lingering baking-spice character on the finish.",Estate Bottled,90,28.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Lava Cap 2012 Estate Bottled Cabernet Franc (El Dorado),Cabernet Franc,Lava Cap
670,4117,US,"Vivid, tangy cherry and raspberry flavors practically light up this medium-bodied, polished and complex wine. It pours out red cherry, cranberry and raspberry in refreshing bursts with each sip, with a lightly astringent, lip-smacking finish.",Five Thirteen,90,35.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Donkey & Goat 2014 Five Thirteen Red (El Dorado),Red Blend,Donkey & Goat
671,4118,US,"This medium-bodied wine walks its own path, smelling like flowers, honey and ripe peaches. It tastes fresh, nicely tart, lightly tannic and floral, making for an adventurous and energizing path to take.",Grenache Noir,90,28.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Donkey & Goat 2015 Grenache Noir Grenache (El Dorado),Grenache,Donkey & Goat
672,4123,US,"Deep and concentrated, this full-bodied wine has a noticeably dark color, big aromatics like cedar, black cherries and tobacco, and mouthfilling flavors that combine savory, peppery elements with very ripe fruit. It is rich enough to coat the mouth and linger on the finish.",Private Reserve Estate Grown,90,31.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Eagle Ridge 2012 Private Reserve Estate Grown Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Eagle Ridge
673,4124,US,"A very agreeable, satisfying blend of ripe fruit and firm texture makes this full-bodied wine a winner. It has enough concentration to drench the palate with blackberries and linger on the finish with cinnamon accents.",Greenville Summit,90,48.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,En Garde 2013 Greenville Summit Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,En Garde
674,4130,US,"This proprietary red combines equal portions of Cabernet Franc and Petite Sirah with smaller amounts of Cabernet Sauvignon and Zinfandel. Altogether, they form soft, spicy waves of full-bodied flavor, showing off characteristics of leather, black pepper and clove, with the tannins intrusive and lengthy.",XXXIV Proprietary,90,48.0,California,Calistoga,Napa,Virginie Boone,@vboone,Vermeil 2013 XXXIV Proprietary Red (Calistoga),Cabernet Blend,Vermeil
675,4133,US,"Strawberries, red currants and root beer come out at first, with cherry soda bringing up the rear. This forward, fresh and fruity wine is drinking well right now, and should be consumed through 2019.",Elton,90,55.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2013 Elton Pinot Noir (Eola-Amity Hills),Pinot Noir,Willamette Valley Vineyards
676,4140,US,"This chocolatey sexy wine tastes of cherries and sandalwood, with a strong dark chocolate note. A hint of pine needles comes out in the bouquet, and although it's already drinking well, it will surely improve with a few more years of bottle age.",West Hill,92,66.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2014 West Hill Pinot Noir (Willamette Valley),Pinot Noir,Shea
677,4143,US,"Bright red fruits like raspberries and cherries light up the aromas and flavors of this deeply colored, nicely concentrated and velvet-textured wine. It has great fruit that wells up, fills the mouth with flavor and then hangs on for a long finish.",Estate Grown,92,58.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Skinner 2014 Estate Grown Mourvèdre (El Dorado),Mourvèdre,Skinner
678,4146,US,"Baked black plum, dark strawberry and baking spice show on the well-integrated and elegant nose of this bottling by New Zealand-raised winemaker Fintan du Fresne. A chalky mouthfeel carries forth flavors of bright boysenberry fruit, loam and more brown spice, elements that are sure to gather more power with extended bottle age.",Califa,92,60.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2014 Califa Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards
679,4148,US,"From a vineyard that's actually west of the already coastal Sta. Rita Hills, this wine offers rounded red fruits of strawberry, plum and even watermelon on the nose, along with cinnamon and graphite touches. The palate combines cherries, hibiscus, rose petals and tangy cranberry, sailing through herbal touches into a dried mint flavor that carries deep into the finish.",Duvarita Vineyard,92,60.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2014 Duvarita Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Dragonette
680,4150,US,"This wine is a blend of fruit from Bacchus, Phinny Hill and Loess vineyards. Brooding aromas of black cherry, herb and barrel spice are followed by pitch-black blackberry and game flavors, backed by tightly coiled tannins. It comes off as a bit richer than the norm for this winery but still delivers the goods. Best after 2022.",Reserve,92,95.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gramercy 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gramercy
681,4152,US,"This juicy wine feels substantial, with a concentrated palate of blueberry and blackberry fruit. It's got grip and detail, with threads of coffee grounds and smoke. It finishes with a hint of metallic earth. All is in balance, and the highlights are gently applied.",Lumière Unfiltered,92,39.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,J. Christopher 2014 Lumière Unfiltered Pinot Noir (Eola-Amity Hills),Pinot Noir,J. Christopher
682,4153,US,"This full-bodied, quite ripe red has a classical edge in its grip of pencil led, black currant and dense blackberry fruit. Despite its heft and youthful tannins, it shows promise of aging in its backbone of structure and subtle grace. Enjoy best 2023 through 2028.",Platinum Collection,92,75.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Michel-Schlumberger 2013 Platinum Collection Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Michel-Schlumberger
683,4156,US,"This bottling exhibits all of the classic aromas expected from Nebbiolo: tar, rose, dried cherry, sandalwood and cola. The palate offers much of the same, with dried mulberry and rooibos tea touches. The acidity is strong and the tannins are polished but still very structural. Drink now–2023.",Thérèse Vineyards Dos Niñas Vineyard,92,35.0,California,Santa Clara Valley,Central Coast,Matt Kettmann,@mattkettmann,Martin Ranch 2010 Thérèse Vineyards Dos Niñas Vineyard Nebbiolo (Santa Clara Valley),Nebbiolo,Martin Ranch
684,4157,US,"Cinnamon red hots and a depth of forested pine greet the nose in this compelling, medium-bodied wine, which is wholly exotic in approach. Asian spice and a nutty character form flavor and texture amidst a light, delicate ripeness of fruit and tannin.",Roberts Road,92,45.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Neyers 2015 Roberts Road Pinot Noir (Sonoma Coast),Pinot Noir,Neyers
685,4158,US,"Black licorice and compost add life and breadth to this roundly tannic, richly layered wine. Huckleberry and dark cherry give it a welcome fruitiness that's ripe and lush, as vanilla and cardamom complement the fruit.",Dry Farmed Estate,92,80.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2014 Dry Farmed Estate Pinot Noir (Sonoma Coast),Pinot Noir,Nicholson Ranch
686,4159,US,"This blend of 70% Syrah, 25% Grenache and 5% Mourvèdre is a beautiful shade of purple in the glass, and offers aromas of black plum and milk chocolate. The mouthfeel is silky, with zesty acidity that rises through blueberry and boysenberry flavors toward the caramel-layered finish.",Square Root Heart Hill Vineyard Estate Grown,92,50.0,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Niner 2013 Square Root Heart Hill Vineyard Estate Grown Red (Paso Robles Willow Creek District),Rhône-style Red Blend,Niner
687,4160,US,"This imposing and extremely ripe tasting wine has an inky dark color, aromas of ripe black cherries, flavors of cassis, espresso and bitter chocolate and a very firm, tannic texture to support all that opulence. Made from half Petite Sirah and half Syrah, it's a no-holds-barred feast of fruit and power.",Black Tie Charlie,92,27.0,California,California,California Other,Jim Gordon,@gordone_cellars,Prospect 772 2014 Black Tie Charlie Red (California),Red Blend,Prospect 772
688,4161,US,"Lavishly, densely ripe and fruity, this big, juicy wine has everything in spades, from the nearly black color to the jammy, dessert-like aromas to the saturated blackberry and black fig flavors to a full, opulent body and richly tannic texture. It sure packs a lot of power into each sip.",The Brawler,92,39.0,California,Calaveras County,Sierra Foothills,Jim Gordon,@gordone_cellars,Prospect 772 2014 The Brawler Syrah (Calaveras County),Syrah,Prospect 772
